uri,Year,Name,Director,Runtime,Cast,Poster,Countries,Languages,Genres,Watches
FOA,2011,X-Men: First Class,Matthew Vaughn,132,"['James McAvoy', 'Michael Fassbender', 'Kevin Bacon', 'Rose Byrne', 'Jennifer Lawrence', 'January Jones', 'Nicholas Hoult', 'Oliver Platt', 'Jason Flemyng', 'Lucas Till', 'Edi Gathegi', 'Zoë Kravitz', 'Caleb Landry Jones', 'Matt Craven', 'Laurence Belcher', 'Bill Milner', 'Morgan Lily', 'Beth Goddard', 'Éva Magyar', 'Álex González', 'Corey Johnson', 'Demetri Goritsas', 'Glenn Morshower', 'Don Creech', 'James Remar', 'Ludger Pistor', 'Wilfried Hochholdinger', 'Greg Kolpakchi', 'Andrei Zayats']",,['USA'],"['English', 'German', 'Spanish', 'French', 'Russian']","['science-fiction', 'adventure', 'action']",[]
1a7i,2003,X2,Bryan Singer,133,"['Patrick Stewart', 'Hugh Jackman', 'Ian McKellen', 'Anna Paquin', 'Halle Berry', 'Famke Janssen', 'James Marsden', 'Rebecca Romijn', 'Brian Cox', 'Bruce Davison', 'Shawn Ashmore', 'Alan Cumming', 'Aaron Stanford', 'Kelly Hu', 'Katie Stuart', 'Ty Olsson', 'Daniel Cudmore', 'James Kirk', 'Jill Teed', 'Alf Humphreys', 'Kea Wong', 'Cotter Smith', 'Chiara Zanni', 'Jackie A. Greenbank', 'Michael Soltis', 'Michael David Simms', 'David Fabrizio', 'Roger Cross', 'Richard Bradshaw']",,['USA'],"['English', 'German', 'Italian']","['science-fiction', 'action', 'adventure']",[]
1a7s,2000,X-Men,Bryan Singer,104,"['Patrick Stewart', 'Hugh Jackman', 'Ian McKellen', 'Anna Paquin', 'Halle Berry', 'Famke Janssen', 'James Marsden', 'Bruce Davison', 'Rebecca Romijn', 'Ray Park', 'Tyler Mane', 'Shawn Ashmore', 'Matthew Sharp', 'Brett Morris', 'Rhona Shekter', 'Kenneth McGregor', 'Shawn Roberts', 'Donna Goodhand', 'John Nelles', 'George Buza', 'Darren McGuire', 'Carson Manning', 'Scott Leva', 'Aron Tager', 'Kevin Rushton', 'Doug Lennox', 'David Nichols', 'Malcolm Nefsky', 'Sumela Kay']",,['USA'],['English'],"['adventure', 'action', 'science-fiction']",[]
dlLM,2018,Deadpool 2,David Leitch,119,"['Ryan Reynolds', 'Josh Brolin', 'Morena Baccarin', 'Julian Dennison', 'Zazie Beetz', 'T. J. Miller', 'Leslie Uggams', 'Karan Soni', 'Brianna Hildebrand', 'Jack Kesy', 'Eddie Marsan', 'Shioli Kutsuna', 'Stefan Kapičić', 'Randal Reeder', 'Nikolai Witschl', 'Thayr Harris', 'Rob Delaney', 'Lewis Tan', 'Bill Skarsgård', 'Terry Crews', 'Brad Pitt', 'Paul Wu', 'Robert Maillet', 'Alan Tudyk', 'Matt Damon', 'Michasha Armstrong', 'Joe Doserro', 'Hayley Sales', 'Islie Hirvonen']",,['USA'],"['English', 'Cantonese', 'Russian', 'Spanish']","['action', 'comedy', 'adventure']",[]
7eJi,2016,X-Men: Apocalypse,Bryan Singer,144,"['James McAvoy', 'Jennifer Lawrence', 'Michael Fassbender', 'Oscar Isaac', 'Nicholas Hoult', 'Rose Byrne', 'Tye Sheridan', 'Sophie Turner', 'Evan Peters', 'Olivia Munn', 'Kodi Smit-McPhee', 'Alexandra Shipp', 'Lucas Till', 'Josh Helman', 'Ben Hardy', 'Lana Condor', 'Warren Scherer', 'Rochelle Okoye', 'Monique Ganderton', 'Fraser Aitcheson', 'Abdulla Hamam', 'Hesham Hammoud', 'Antonio Daniel Hidalgo', 'Al Maini', 'Berdj Garabedian', 'Ally Sheedy', 'Anthony Konechny', 'Emma Elle Paterson', 'Manuel Sinor']",,['USA'],"['English', 'Arabic', 'German', 'Polish', 'Russian', 'Swahili']","['fantasy', 'science-fiction', 'adventure', 'action']",[]
9fOC,2016,Deadpool,Tim Miller,108,"['Ryan Reynolds', 'Morena Baccarin', 'Ed Skrein', 'T. J. Miller', 'Gina Carano', 'Leslie Uggams', 'Brianna Hildebrand', 'Karan Soni', 'Jed Rees', 'Stefan Kapičić', 'Randal Reeder', 'Isaac C. Singleton Jr.', 'Michael Benyaer', 'Style Dayne', 'Kyle Cassie', 'Taylor Hickson', 'Ayzee', 'Naika Toussaint', 'Justyn Shippelt', 'Donna Yamamoto', 'Hugh Scott', 'Cindy Piper', 'Emily Haine', 'Aatash Amir', 'Chad Riley', 'Paul Belsito', 'Darcey Johnson', 'Kyle Rideout', 'Jason William Day']",,['USA'],['English'],"['comedy', 'action', 'adventure']",[]
1a5Q,2006,X-Men: The Last Stand,Brett Ratner,104,"['Famke Janssen', 'Anna Paquin', 'Halle Berry', 'Hugh Jackman', 'Patrick Stewart', 'Ian McKellen', 'Kelsey Grammer', 'James Marsden', 'Rebecca Romijn', 'Shawn Ashmore', 'Aaron Stanford', 'Vinnie Jones', 'Elliot Page', 'Ben Foster', 'Dania Ramirez', 'Michael Murphy', 'Shohreh Aghdashloo', 'Josef Sommer', 'Bill Duke', 'Daniel Cudmore', 'Eric Dane', 'Desiree Zurowski', 'Adrian Hough', 'Haley Ramm', 'Chris Claremont', 'Cayden Boyd', 'Tanya Newbould', 'Anthony Heald']",,['USA'],['English'],"['action', 'adventure', 'science-fiction', 'thriller']",[]
anyO,2019,Dark Phoenix,Simon Kinberg,114,"['Sophie Turner', 'James McAvoy', 'Nicholas Hoult', 'Tye Sheridan', 'Michael Fassbender', 'Alexandra Shipp', 'Evan Peters', 'Jessica Chastain', 'Kodi Smit-McPhee', 'Jennifer Lawrence', 'Scott Shepherd', 'Ato Essandoh', ""Brian d'Arcy James"", 'Halston Sage', 'Lamar Johnson', 'Summer Fontana', 'Hannah Anderson', 'Josh McLaglen', 'Todd Hallowell', 'Julianne Jain', 'Michael Kives', 'Karen Ivany', 'Lynne Adams', 'Alex Gravenstein', 'Daniel Rindress-Kay', 'Raphael Grosz-Harvey', 'Orphée Ladouceur-Nguyen', 'Richard Dagenais', 'Dan Duran']",,['USA'],"['English', 'Portuguese', 'Russian']","['action', 'adventure', 'science-fiction']",[]
2b5u,2003,The Lord of the Rings: The Return of the King,Peter Jackson,201,"['Elijah Wood', 'Ian McKellen', 'Liv Tyler', 'Viggo Mortensen', 'Sean Astin', 'Cate Blanchett', 'John Rhys-Davies', 'Bernard Hill', 'Christopher Lee', 'Billy Boyd', 'Dominic Monaghan', 'Orlando Bloom', 'Hugo Weaving', 'Miranda Otto', 'David Wenham', 'Brad Dourif', 'Karl Urban', 'John Noble', 'Andy Serkis', 'Ian Holm', 'Sean Bean', 'Lawrence Makoare', 'Marton Csokas', 'Paul Norell', 'Alan Howard', 'Noel Appleby', 'Ali Astin', 'David Aston', 'John Bach']",,"['New Zealand', 'USA']",['English'],"['fantasy', 'adventure', 'action']","[datetime.datetime(2021, 3, 5, 0, 0)]"
728,1994,Forrest Gump,Robert Zemeckis,142,"['Tom Hanks', 'Robin Wright', 'Gary Sinise', 'Mykelti Williamson', 'Sally Field', 'Michael Conner Humphreys', 'Hanna Hall', 'Haley Joel Osment', 'Siobhan Fallon Hogan', 'Afemo Omilami', 'Peter Dobson', 'Sonny Shroyer', 'George Kelly', 'Sam Anderson', 'Margo Moorer', 'Christopher Jones', 'Kevin Mangan', 'Brett Rice', 'Daniel C. Striepeke', 'David Brisbin', 'Kirk Ward', 'Marlena Smalls', 'Kitty K. Green', 'Mark Matheisen', 'Al Harrington', 'Joe Washington', 'Jed Gillin', 'Don Fischer', 'Matt Wallace']",,['USA'],['English'],"['romance', 'comedy', 'drama']",[]
eOCm,2017,Get Out,Jordan Peele,104,"['Daniel Kaluuya', 'Allison Williams', 'Catherine Keener', 'Bradley Whitford', 'Caleb Landry Jones', 'Marcus Henderson', 'Betty Gabriel', 'Lakeith Stanfield', 'Stephen Root', 'Lil Rel Howery', 'Ashley LeConte Campbell', 'John Wilmot', 'Caren L. Larkey', 'Julie Ann Doan', 'Rutherford Cravens', 'Geraldine Singer', 'Yasuhiko Oyama', 'Richard Herd', 'Erika Alexander', 'Jeronimo Spinx', 'Ian Casselberry', 'Trey Burvant', 'John Donohue', 'Sean Paul Braud', 'Zailand Adams', 'Keegan-Michael Key', 'Jordan Peele', 'Evan Shafran', 'Tahj Vaughans']",,['USA'],['English'],"['thriller', 'horror', 'mystery']",[]
dZ5m,2017,The Shape of Water,Guillermo del Toro,123,"['Sally Hawkins', 'Doug Jones', 'Michael Shannon', 'Richard Jenkins', 'Octavia Spencer', 'Michael Stuhlbarg', 'David Hewlett', 'Nick Searcy', 'Stewart Arnott', 'Nigel Bennett', 'Lauren Lee Smith', 'Martin Roach', 'Allegra Fulton', 'John Kapelos', 'Morgan Kelly', 'Wendy Lyon', 'Madison Ferguson', 'Jayden Greig', 'Deney Forrest', 'Brandon McKnight', 'Dru Viergever', 'Marvin Kaye', 'Jim Pagiamtzis', 'Cameron Laurie', 'Alexey Pankratov', 'Shane Clinton Jarvis', 'Evgeny Akimov', 'Dave Reachill', 'Matthew Mease']",,['USA'],"['English', 'Russian']","['drama', 'romance', 'fantasy']",[]
f1TK,2018,Bohemian Rhapsody,Bryan Singer,135,"['Rami Malek', 'Gwilym Lee', 'Ben Hardy', 'Joseph Mazzello', 'Lucy Boynton', 'Aidan Gillen', 'Allen Leech', 'Tom Hollander', 'Mike Myers', 'Aaron McCusker', 'Meneka Das', 'Ace Bhatti', 'Priya Blackburn', 'Max Bennett', 'Dermot Murphy', 'Dickie Beau', 'Jack Roth', 'Neil Fox-Roberts', 'Jess Radomska', 'Michelle Duncan', 'Ross Green', 'Bruce Mackinnon', 'Joshua Higgott', 'Pat Lally', 'William Owen', 'Philip Andrew', 'Tim Plester', 'Felipe Bejarano', 'Kieran Hardcastle']",,"['UK', 'USA']",['English'],"['music', 'history', 'drama']",[]
aXgc,2018,A Star Is Born,Bradley Cooper,136,"['Bradley Cooper', 'Lady Gaga', 'Sam Elliott', 'Andrew Dice Clay', 'Rafi Gavron', 'Anthony Ramos', 'Dave Chappelle', 'Marlon Williams', 'Brandi Carlile', 'Ron Rifkin', 'Barry Shabaka Henley', 'Michael D. Roberts', 'Michael Harney', 'Rebecca Field', 'Willam Belli', 'Greg Grunberg', 'D.J. ""Shangela"" Pierce', 'Eddie Griffin', 'Drena De Niro', 'Jacob Schick', 'Gabe Fazio', 'Luenell', 'Lukas Nelson', 'Anthony LoGerfo', 'Corey McCormick', 'Logan Metz', 'Tato Melgar', 'Don Roy King', 'Halsey']",,['USA'],['English'],"['romance', 'drama', 'music']",[]
azpY,2018,Spider-Man: Into the Spider-Verse,"Rodney Rothman, Peter Ramsey",117,"['Shameik Moore', 'Jake Johnson', 'Hailee Steinfeld', 'Mahershala Ali', 'Brian Tyree Henry', 'Lily Tomlin', 'Lauren Vélez', 'Zoë Kravitz', 'John Mulaney', 'Kimiko Glenn', 'Nicolas Cage', 'Kathryn Hahn', 'Liev Schreiber', 'Chris Pine', 'Natalie Morales', 'Edwin H. Bravo', 'Oscar Isaac', 'Greta Lee', 'Jorma Taccone', 'Joaquín Cosío', ""Marvin 'Krondon' Jones III"", 'Kim Yarbrough', 'Lake Bell', 'Jessica Mikayla Adams', 'Gredel Berrios Calladine', 'Sarah D. Cole', 'Kelby Joseph', 'Mimi Davila']",,['USA'],"['English', 'Japanese', 'Spanish']","['action', 'adventure', 'animation', 'science-fiction']",[]
fVJQ,2018,A Quiet Place,John Krasinski,91,"['Emily Blunt', 'John Krasinski', 'Millicent Simmonds', 'Noah Jupe', 'Cade Woodward', 'Leon Russom', 'Rhoda Pell']",,['USA'],['English'],"['science-fiction', 'drama', 'horror']",[]
iEBG,2019,Jojo Rabbit,Taika Waititi,108,"['Roman Griffin Davis', 'Thomasin McKenzie', 'Scarlett Johansson', 'Taika Waititi', 'Sam Rockwell', 'Rebel Wilson', 'Alfie Allen', 'Stephen Merchant', 'Archie Yates', 'Luke Brandon Field', 'Joe Weintraub', 'Brian Caspe', 'James McVan', 'Judith Georgi', 'Victoria Hogan', 'Bethany Adams', 'Iva Šindelková', 'Matej Seifert', 'Trish Osmond', 'Odeta Cali', 'Samuel Bogner', 'Robert East', 'Curtis Matthew', 'Hardy Griffin Davis', 'Christian Howlings', 'Billy Rayner', 'Gabriel Andrews', 'Stanislav Callas', 'Sam Haygarth']",,"['Czechia', 'New Zealand', 'USA']","['English', 'German']","['comedy', 'drama', 'war']",[]
aSVk,2019,Little Women,Greta Gerwig,135,"['Saoirse Ronan', 'Florence Pugh', 'Emma Watson', 'Eliza Scanlen', 'Laura Dern', 'Timothée Chalamet', 'Meryl Streep', 'Tracy Letts', 'Bob Odenkirk', 'James Norton', 'Louis Garrel', 'Jayne Houdyshell', 'Chris Cooper', 'Rafael Silva', 'Mason Alban', 'Emily Edström', 'Maryann Plunkett', 'Hadley Robinson', 'Lonnie Farmer', 'Charlotte Kinder', 'Ana Kayne', 'Edgar Damatian', 'Erin Rose', 'Lizzie Short', 'Dash Barber', 'Edward Fletcher', 'Sasha Frolova', 'David J. Curtis', 'Abby Quinn']",,['USA'],"['English', 'French']","['drama', 'romance']",[]
27US,2005,Star Wars: Episode III - Revenge of the Sith,George Lucas,140,"['Hayden Christensen', 'Ewan McGregor', 'Natalie Portman', 'Ian McDiarmid', 'Samuel L. Jackson', 'Jimmy Smits', 'Frank Oz', 'Anthony Daniels', 'Christopher Lee', 'Keisha Castle-Hughes', 'Silas Carson', ""Jay Laga'aia"", 'Bruce Spence', 'Wayne Pygram', 'Temuera Morrison', 'David Bowers', 'Oliver Ford Davies', 'Ahmed Best', 'Rohan Nichol', 'Jeremy Bulloch', 'Amanda Lucas', 'Kenny Baker', 'Peter Mayhew', 'Rebecca Jackson Mendoza', 'Joel Edgerton', 'Bonnie Piesse', 'Jett Lucas', 'Tux Akindoyeni', 'Matt Rowan']",,['USA'],['English'],"['action', 'science-fiction', 'adventure']",[]
27Vw,1980,The Empire Strikes Back,Irvin Kershner,124,"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Billy Dee Williams', 'Anthony Daniels', 'David Prowse', 'Peter Mayhew', 'Kenny Baker', 'Frank Oz', 'Alec Guinness', 'Jeremy Bulloch', 'Jason Wingreen', 'John Hollis', 'Jack Purvis', 'Des Webb', 'Kathryn Mullen', 'Marjorie Eaton', 'Clive Revill', 'Kenneth Colley', 'Julian Glover', 'Michael Sheard', 'Michael Culver', 'John Dicks', 'Milton Johns', 'Mark Jones', 'Oliver Maguire', 'Robin Scobey', 'Bruce Boa', 'Christopher Malcolm']",,['USA'],['English'],"['science-fiction', 'adventure', 'action']",[]
27Vm,1983,Return of the Jedi,Richard Marquand,135,"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Billy Dee Williams', 'Anthony Daniels', 'Peter Mayhew', 'Sebastian Shaw', 'Ian McDiarmid', 'Frank Oz', 'James Earl Jones', 'David Prowse', 'Alec Guinness', 'Kenny Baker', 'Michael Pennington', 'Kenneth Colley', 'Michael Carter', 'Denis Lawson', 'Tim Rose', 'Dermot Crowley', 'Caroline Blakiston', 'Warwick Davis', 'Jeremy Bulloch', 'Femi Taylor', 'Annie Arbogast', 'Claire Davenport', 'Jack Purvis', 'Mike Edmonds', 'Jane Busby', 'Malcolm Dixon']",,['USA'],['English'],"['science-fiction', 'adventure', 'action']",[]
72s,1977,Star Wars,George Lucas,121,"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher', 'Peter Cushing', 'Alec Guinness', 'Anthony Daniels', 'Kenny Baker', 'Peter Mayhew', 'David Prowse', 'James Earl Jones', 'Phil Brown', 'Shelagh Fraser', 'Jack Purvis', 'Alex McCrindle', 'Eddie Byrne', 'Drewe Henley', 'Denis Lawson', 'Garrick Hagon', 'Jack Klaff', 'William Hootkins', 'Angus MacInnes', 'Jeremy Sinden', 'Graham Ashley', 'Don Henderson', 'Richard LeParmentier', 'Leslie Schofield', 'Michael Leader', 'David Ankrum', 'Scott Beach']",,['USA'],['English'],"['adventure', 'action', 'science-fiction']",[]
27V2,2002,Star Wars: Episode II - Attack of the Clones,George Lucas,142,"['Hayden Christensen', 'Ewan McGregor', 'Natalie Portman', 'Christopher Lee', 'Samuel L. Jackson', 'Frank Oz', 'Ian McDiarmid', 'Pernilla August', 'Temuera Morrison', 'Jimmy Smits', 'Jack Thompson', 'Leeanna Walsman', 'Ahmed Best', 'Rose Byrne', 'Oliver Ford Davies', 'Ron Falk', ""Jay Laga'aia"", 'Andy Secombe', 'Anthony Daniels', 'Silas Carson', 'Ayesha Dharker', 'Daniel Logan', 'Joel Edgerton', 'Bonnie Piesse', 'Anthony Phelan', 'Rena Owen', 'Alethea McGrath', 'Susie Porter', 'Matt Doran']",,['USA'],['English'],"['action', 'science-fiction', 'adventure']",[]
4vru,2015,Star Wars: The Force Awakens,J.J. Abrams,136,"['Harrison Ford', 'Mark Hamill', 'Carrie Fisher', 'Adam Driver', 'Daisy Ridley', 'John Boyega', 'Oscar Isaac', ""Lupita Nyong'o"", 'Andy Serkis', 'Domhnall Gleeson', 'Anthony Daniels', 'Max von Sydow', 'Peter Mayhew', 'Gwendoline Christie', 'Joonas Suotamo', 'Pip Andersen', 'Simon Pegg', 'Kiran Shah', 'Sasha Frost', 'Pip Torrens', 'Andrew Jack', 'Rocky Marshall', 'Greg Grunberg', 'Emun Elliott', 'Brian Vernel', 'Yayan Ruhian', 'Sebastian Armesto', 'Maisie Richardson-Sellers', 'Warwick Davis']",,['USA'],['English'],"['science-fiction', 'action', 'adventure', 'fantasy']",[]
27Vc,1999,Star Wars: Episode I - The Phantom Menace,George Lucas,136,"['Liam Neeson', 'Ewan McGregor', 'Natalie Portman', 'Jake Lloyd', 'Ian McDiarmid', 'Pernilla August', 'Oliver Ford Davies', 'Hugh Quarshie', 'Ahmed Best', 'Anthony Daniels', 'Kenny Baker', 'Frank Oz', 'Terence Stamp', 'Brian Blessed', 'Andy Secombe', 'Ray Park', 'Lewis Macleod', 'Warwick Davis', 'Steve Speirs', 'Silas Carson', 'Jerome St. John Blake', 'Alan Ruscoe', 'Ralph Brown', 'Celia Imrie', 'Benedict Taylor', 'Clarence Smith', 'Samuel L. Jackson', 'Dominic West', 'Karol Cristina da Silva']",,['USA'],['English'],"['action', 'science-fiction', 'adventure']",[]
5xme,2017,Star Wars: The Last Jedi,Rian Johnson,152,"['Mark Hamill', 'Carrie Fisher', 'Adam Driver', 'Daisy Ridley', 'John Boyega', 'Oscar Isaac', 'Andy Serkis', ""Lupita Nyong'o"", 'Domhnall Gleeson', 'Anthony Daniels', 'Gwendoline Christie', 'Kelly Marie Tran', 'Laura Dern', 'Benicio del Toro', 'Frank Oz', 'Billie Lourd', 'Joonas Suotamo', 'Amanda Lawrence', 'Jimmy Vee', 'Brian Herring', 'Dave Chapman', 'Justin Theroux', 'Tim Rose', 'Tom Kane', 'Adrian Edmondson', 'Mark Lewis Jones', 'Hermione Corfield', 'Veronica Ngo', 'Noah Segan']",,['USA'],['English'],"['science-fiction', 'adventure', 'action']",[]
aPvy,2016,Rogue One: A Star Wars Story,Gareth Edwards,133,"['Felicity Jones', 'Diego Luna', 'Alan Tudyk', 'Donnie Yen', 'Jiang Wen', 'Ben Mendelsohn', 'Guy Henry', 'Forest Whitaker', 'Riz Ahmed', 'Mads Mikkelsen', 'Jimmy Smits', 'Alistair Petrie', ""Genevieve O'Reilly"", 'Ben Daniels', 'Paul Kasey', 'Stephen Stanton', 'Ian McElhinney', 'Fares Fares', 'Jonathan Aris', 'Sharon Duncan-Brewster', 'Spencer Wilding', 'Daniel Naprous', 'James Earl Jones', 'Ingvild Deila', 'Anthony Daniels', 'Jimmy Vee', 'Valene Kane', 'Beau Gadsdon', 'Dolly Gadsdon']",,['USA'],['English'],"['science-fiction', 'action', 'adventure']",[]
5xlK,2019,Star Wars: The Rise of Skywalker,J.J. Abrams,142,"['Carrie Fisher', 'Mark Hamill', 'Daisy Ridley', 'Adam Driver', 'John Boyega', 'Oscar Isaac', 'Anthony Daniels', 'Naomi Ackie', 'Domhnall Gleeson', 'Richard E. Grant', ""Lupita Nyong'o"", 'Keri Russell', 'Joonas Suotamo', 'Kelly Marie Tran', 'Ian McDiarmid', 'Billy Dee Williams', 'Greg Grunberg', 'Shirley Henderson', 'Billie Lourd', 'Dominic Monaghan', 'Hassan Taj', 'Lee Towersey', 'Brian Herring', 'Dave Chapman', 'Richard Guiver', 'Lynn Robertson Bruce', 'J.J. Abrams', 'Claire Roi Harvey', 'Richard Coombs']",,['USA'],['English'],"['science-fiction', 'adventure', 'action']",[]
8SeG,2015,The Martian,Ridley Scott,141,"['Matt Damon', 'Jessica Chastain', 'Kristen Wiig', 'Jeff Daniels', 'Michael Peña', 'Sean Bean', 'Donald Glover', 'Kate Mara', 'Sebastian Stan', 'Chiwetel Ejiofor', 'Benedict Wong', 'Mackenzie Davis', 'Aksel Hennie', 'Nick Mohammed', 'Naomi Scott', 'Chen Shu', 'Eddy Ko', 'Enzo Cilenti', 'Jonathan Aris', 'Gruffudd Glyn', 'Geoffrey Thomas', 'Yang Haiwen', 'Narantsogt Tsogtsaikhan', 'Brian Caspe', 'Szonja Oroszlán', ""Mark O'Neal"", 'Karen Gagnon', 'Lili Bordán', 'Nikolett Barabas']",,"['UK', 'USA']","['English', 'Chinese']","['drama', 'science-fiction', 'adventure']",[]
29FU,2009,Harry Potter and the Half-Blood Prince,David Yates,153,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Helena Bonham Carter', 'Jim Broadbent', 'Robbie Coltrane', 'Michael Gambon', 'Alan Rickman', 'Maggie Smith', 'Timothy Spall', 'David Thewlis', 'David Bradley', 'Warwick Davis', 'Tom Felton', 'Gemma Jones', 'Helen McCrory', 'Natalia Tena', 'Julie Walters', 'Mark Williams', 'Bonnie Wright', 'Dave Legeno', 'Elarica Johnson', 'Geraldine Somerville', 'Oliver Phelps', 'James Phelps', 'Freddie Stroma', 'Jessie Cave', 'Alfred Enoch', 'Evanna Lynch']",,"['UK', 'USA']",['English'],"['fantasy', 'adventure']",[]
29Qy,2004,Harry Potter and the Prisoner of Azkaban,Alfonso Cuarón,141,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Robbie Coltrane', 'Michael Gambon', 'Richard Griffiths', 'Gary Oldman', 'Alan Rickman', 'Fiona Shaw', 'Maggie Smith', 'Timothy Spall', 'David Thewlis', 'Emma Thompson', 'David Bradley', 'Tom Felton', 'Pam Ferris', 'Dawn French', 'Julie Christie', 'Robert Hardy', 'Julie Walters', 'Mark Williams', 'Harry Melling', 'Adrian Rawlins', 'Geraldine Somerville', 'Lee Ingleby', 'Lenny Henry', 'Jimmy Gardner', 'Jim Tavaré', 'Abby Ford']",,"['UK', 'USA']",['English'],"['adventure', 'fantasy']",[]
1RYu,2010,Harry Potter and the Deathly Hallows: Part 1,David Yates,146,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Helena Bonham Carter', 'Robbie Coltrane', 'Ralph Fiennes', 'Michael Gambon', 'Brendan Gleeson', 'Richard Griffiths', 'John Hurt', 'Rhys Ifans', 'Jason Isaacs', 'Bill Nighy', 'Alan Rickman', 'Fiona Shaw', 'Timothy Spall', 'Imelda Staunton', 'David Thewlis', 'Warwick Davis', 'Tom Felton', 'Toby Jones', 'Dave Legeno', 'Simon McBurney', 'Helen McCrory', 'Nick Moran', 'Peter Mullan', ""David O'Hara"", 'Clémence Poésy', 'Natalia Tena']",,"['UK', 'USA']",['English'],"['fantasy', 'adventure']",[]
29Qe,2007,Harry Potter and the Order of the Phoenix,David Yates,138,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Helena Bonham Carter', 'Robbie Coltrane', 'Ralph Fiennes', 'Michael Gambon', 'Brendan Gleeson', 'Richard Griffiths', 'Jason Isaacs', 'Gary Oldman', 'Alan Rickman', 'Fiona Shaw', 'Maggie Smith', 'Imelda Staunton', 'David Thewlis', 'Emma Thompson', 'David Bradley', 'Warwick Davis', 'Tom Felton', 'Robert Hardy', 'George Harris', 'Natalia Tena', 'Julie Walters', 'Mark Williams', 'Harry Melling', 'Jason Boyd', 'Richard Macklin', 'Kathryn Hunter']",,"['UK', 'USA']",['English'],"['mystery', 'fantasy', 'adventure']",[]
29QS,2001,Harry Potter and the Philosopher's Stone,Chris Columbus,152,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Richard Harris', 'Tom Felton', 'Alan Rickman', 'Robbie Coltrane', 'Maggie Smith', 'Richard Griffiths', 'Ian Hart', 'Fiona Shaw', 'John Hurt', 'David Bradley', 'Matthew Lewis', 'Sean Biggerstaff', 'Warwick Davis', 'Harry Melling', 'James Phelps', 'Oliver Phelps', 'John Cleese', 'Chris Rankin', 'Alfred Enoch', 'Devon Murray', 'Jamie Waylett', 'Josh Herdman', 'Zoë Wanamaker', 'Julie Walters', 'Bonnie Wright', 'Luke Youngblood']",,"['UK', 'USA']",['English'],"['fantasy', 'adventure']",[]
29QI,2002,Harry Potter and the Chamber of Secrets,Chris Columbus,161,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Kenneth Branagh', 'John Cleese', 'Robbie Coltrane', 'Warwick Davis', 'Richard Griffiths', 'Richard Harris', 'Jason Isaacs', 'Alan Rickman', 'Fiona Shaw', 'Maggie Smith', 'Julie Walters', 'David Bradley', 'Tom Felton', 'Sean Biggerstaff', 'Robert Hardy', 'Shirley Henderson', 'Gemma Jones', 'Miriam Margolyes', 'Mark Williams', 'Harry Melling', 'Bonnie Wright', 'James Phelps', 'Oliver Phelps', 'Chris Rankin', 'Toby Jones', 'Josh Herdman']",,"['UK', 'USA']",['English'],"['adventure', 'fantasy']",[]
1RYk,2011,Harry Potter and the Deathly Hallows: Part 2,David Yates,130,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Ralph Fiennes', 'Helena Bonham Carter', 'Alan Rickman', 'Maggie Smith', 'Robbie Coltrane', 'Michael Gambon', 'John Hurt', 'Jason Isaacs', 'Kelly Macdonald', 'Gary Oldman', 'David Thewlis', 'David Bradley', 'Warwick Davis', 'Tom Felton', 'Ciarán Hinds', 'Gemma Jones', 'Dave Legeno', 'Miriam Margolyes', 'Helen McCrory', 'Nick Moran', 'James Phelps', 'Oliver Phelps', 'Clémence Poésy', 'Natalia Tena', 'Julie Walters', 'Mark Williams']",,"['UK', 'USA']",['English'],"['adventure', 'fantasy']",[]
29Qo,2005,Harry Potter and the Goblet of Fire,Mike Newell,157,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Robbie Coltrane', 'Ralph Fiennes', 'Michael Gambon', 'Brendan Gleeson', 'Jason Isaacs', 'Gary Oldman', 'Miranda Richardson', 'Alan Rickman', 'Maggie Smith', 'Timothy Spall', 'Frances de la Tour', 'Predrag Bjelac', 'David Bradley', 'Warwick Davis', 'Tom Felton', 'Robert Hardy', 'Shirley Henderson', 'Roger Lloyd Pack', 'Mark Williams', 'Stanislav Yanevski', 'Robert Pattinson', 'Clémence Poésy', 'Eric Sykes', 'David Tennant', 'James Phelps', 'Oliver Phelps']",,"['UK', 'USA']","['English', 'French']","['fantasy', 'family', 'adventure']",[]
