uri,Year,Name,Director,Runtime,Cast,Poster,Countries,Languages,Genres,Watches
4pD0,2014,Edge of Tomorrow,Doug Liman,113,"['Tom Cruise', 'Emily Blunt', 'Brendan Gleeson', 'Bill Paxton', 'Jonas Armstrong', 'Tony Way', 'Kick Gurry', 'Franz Drameh', 'Dragomir Mrsic', 'Charlotte Riley', 'Masayoshi Haneda', 'Terence Maynard', 'Noah Taylor', 'Lara Pulver', 'Madeleine Mantock', 'Assly Zandry', 'Sebastian Blunt', 'Beth Goddard', 'Ronan Summers', 'Aaron Romano', 'Usman Akram', 'Bentley Kalu', 'Mairead McKinley', 'Andrew Neil', 'Martin Hyder', 'Tommy Campbell', 'John Dutton', 'Harry Landis', 'Rachel Handshaw']",,"['Australia', 'USA']",['English'],"['science-fiction', 'action']","[datetime.datetime(2021, 4, 30, 0, 0)]"
37pC,2012,Life of Pi,Ang Lee,127,"['Suraj Sharma', 'Irrfan Khan', 'Ayush Tandon', 'Gautam Belur', 'Adil Hussain', 'Tabu', 'Ayaan Khan', 'Mohd Abbas Khaleeli', 'Vibish Sivakumar', 'Rafe Spall', 'Gérard Depardieu', 'James Saito', 'Jun Naito', 'Andrea Di Stefano', 'Shravanthi Sainath', 'Elie Alouf', 'T.M. Karthik', 'Amarendran Ramanan', 'Hari Mina Bala', 'Wang Bo-chieh', 'Ko I-Chen', 'Jag Huang', 'Ravi Natesan', 'Adyant Balaji', 'Chirag Agarwal', 'Ahan André Kamath', 'Om Kamath', 'Srilekh Katta', 'Swati Van Rijswijk']",,"['Canada', 'Taiwan', 'UK', 'USA']","['English', 'Chinese', 'French', 'Hindi', 'Japanese', 'Russian', 'Tamil']","['adventure', 'drama']",[]
3ZqO,2014,The Grand Budapest Hotel,Wes Anderson,100,"['Ralph Fiennes', 'Tony Revolori', 'Adrien Brody', 'Willem Dafoe', 'Saoirse Ronan', 'Jeff Goldblum', 'Owen Wilson', 'Edward Norton', 'F. Murray Abraham', 'Jude Law', 'Bill Murray', 'Léa Seydoux', 'Tilda Swinton', 'Harvey Keitel', 'Tom Wilkinson', 'Mathieu Amalric', 'Jason Schwartzman', 'Florian Lukas', 'Bob Balaban', 'Fisher Stevens', 'Wallace Wolodarsky', 'Waris Ahluwalia', 'Uwe Holoubek', 'Larry Pine', 'Karl Markovics', 'Volker Michalowski', 'Daniel Steiner', 'Hendrik von Bültzingslöwen', 'Lisa Kreuzer']",,"['Germany', 'USA']","['English', 'French']","['comedy', 'drama']","[datetime.datetime(2021, 5, 13, 0, 0)]"
27MO,2007,Zodiac,David Fincher,157,"['Mark Ruffalo', 'Jake Gyllenhaal', 'Robert Downey Jr.', 'Anthony Edwards', 'Chloë Sevigny', 'Brian Cox', 'John Carroll Lynch', 'Elias Koteas', 'Dermot Mulroney', 'John Getz', 'John Terry', 'Donal Logue', 'Adam Goldberg', 'Richmond Arquette', 'Bob Stephenson', 'John Lacy', 'Ed Setrakian', 'Candy Clark', 'June Diane Raphael', 'Ciara Hughes', 'Clea DuVall', 'Lee Norris', 'Jimmi Simpson', 'James Le Gros', 'Philip Baker Hall', 'Patrick Scott Lewis', 'Pell James', 'David Lee Smith', 'Jason Wiles']",,['USA'],['English'],"['mystery', 'thriller', 'drama', 'crime']","[datetime.datetime(2021, 5, 20, 0, 0)]"
2ZA8,2012,The Perks of Being a Wallflower,Stephen Chbosky,103,"['Logan Lerman', 'Emma Watson', 'Ezra Miller', 'Mae Whitman', 'Kate Walsh', 'Dylan McDermott', 'Melanie Lynskey', 'Nina Dobrev', 'Johnny Simmons', 'Joan Cusack', 'Paul Rudd', 'Nicholas Braun', 'Reece Thompson', 'Patrick de Ledebur', 'Brian Balzerini', 'Tom Kruszewski', 'Julia Garner', 'Tom Savini', 'Emily Marie Callaway', 'Chelsea Zhang', 'Jesse Scheirer', 'Justine Nicole Schaefer', 'Julie Marie Schaefer', 'Leo Miles Farmerie', 'Isabel Muschweck', 'Adam Hagenbuch', 'Erin Wilhelmi', 'Jordan Paley', 'Zane Holtz']",,['USA'],['English'],['drama'],[]
17ue,2010,The Social Network,David Fincher,121,"['Jesse Eisenberg', 'Andrew Garfield', 'Justin Timberlake', 'Armie Hammer', 'Max Minghella', 'Rooney Mara', 'Brenda Song', 'Rashida Jones', 'John Getz', 'David Selby', 'Denise Grayson', 'Josh Pence', 'Douglas Urbanski', 'Joseph Mazzello', 'Wallace Langham', 'Patrick Mapel', 'Dakota Johnson', 'Melise', 'Bryan Barter', 'Barry Livingston', 'Shelby Young', 'Abhi Sinha', 'Mariah Bonner', 'Mark Saul', 'Cedric Sanders', 'Inger Tudor', 'Emma Fitzpatrick', 'John Hayden', 'James Shanklin']",,['USA'],['English'],['drama'],"[datetime.datetime(2021, 5, 20, 0, 0)]"
6YK,2004,Eternal Sunshine of the Spotless Mind,Michel Gondry,108,"['Jim Carrey', 'Kate Winslet', 'Kirsten Dunst', 'Mark Ruffalo', 'Elijah Wood', 'Tom Wilkinson', 'Jane Adams', 'David Cross', ""Deirdre O'Connell"", 'Thomas Jay Ryan', 'Ryan Whitney', 'Lola Daehler', 'Debbon Ayer', 'Gerry Robert Byrne', 'Brian Price', 'Josh Flitter', 'Paulie Litt', 'Amir Ali Said', 'Lauren Adler']",,['USA'],['English'],"['drama', 'romance', 'science-fiction']","[datetime.datetime(2021, 5, 21, 0, 0)]"
aNGk,2016,Arrival,Denis Villeneuve,116,"['Amy Adams', 'Jeremy Renner', 'Forest Whitaker', 'Michael Stuhlbarg', 'Tzi Ma', ""Mark O'Brien"", 'Julia Scarlett Dan', 'Abigail Pniowsky', 'Jadyn Malone', 'Carmela Nozza Guizzo', 'Andrew Shaver', 'Shawn Campbell', 'Larry Day', 'Pat Kiely', 'Frank Schorpion', 'Lucas Chartier-Dessert', 'Lucy Van Oldenbarneveld', 'Sonia Vigneault', 'Mark Camacho', 'Sabrina Reeves', 'Russell Yuen', 'Julian Casey', 'Tony Robinow', 'Anana Rydvald', 'Ruth Chiang', 'Sergiy Marchenko', 'Brittany Teo', 'Chistian Jadah', 'Joe Cobden']",,['USA'],"['English', 'Chinese', 'Russian']","['drama', 'science-fiction', 'mystery']","[datetime.datetime(2021, 5, 27, 0, 0)]"
bhF2,2017,Baby Driver,Edgar Wright,113,"['Ansel Elgort', 'Kevin Spacey', 'Lily James', 'Jon Hamm', 'Jamie Foxx', 'Eiza González', 'Jon Bernthal', 'Flea', 'CJ Jones', 'Sky Ferreira', 'Lanny Joon', 'R. Marcos Taylor', 'Micah Howard', 'Morgan Brown', 'Morse Diggs', 'Lance Palmer', 'Hudson Meek', 'Viviana Chavez', 'Hal Whiteside', 'Clay Donahue Fontenot', 'Brigitte Kali Canales', 'Patrick R. Walker', 'Ben VanderMey', 'David Robert Lewis', 'Big Boi', 'Killer Mike', 'Brogan Hall', 'Allison King', 'Paul Williams']",,['UK'],['English'],"['crime', 'action']","[datetime.datetime(2021, 5, 16, 0, 0)]"
1Aq6,2010,Scott Pilgrim vs. the World,Edgar Wright,112,"['Michael Cera', 'Mary Elizabeth Winstead', 'Ellen Wong', 'Kieran Culkin', 'Alison Pill', 'Mark Webber', 'Johnny Simmons', 'Jason Schwartzman', 'Anna Kendrick', 'Aubrey Plaza', 'Satya Bhabha', 'Chris Evans', 'Brandon Routh', 'Mae Whitman', 'Brie Larson', 'Keita Saito', 'Shota Saito', 'Will Bowes', 'Celine Lepage', 'Mark Leroy', 'Kjartan Hewitt', 'Ben Lewis', 'Nelson Franklin', 'Kristina Pesic', 'Matt Watts', 'Ingrid Haas', 'Maurie W. Kaufmann', 'Marley Otto', 'Christine Watson']",,"['UK', 'Canada', 'USA', 'Japan']",['English'],"['romance', 'comedy', 'action']","[datetime.datetime(2021, 5, 22, 0, 0)]"
82ZA,2014,Bangalore Days,Anjali Menon,172,"['Nazriya Nazim Fahadh', 'Nivin Pauly', 'Dulquer Salmaan', 'Fahadh Faasil', 'Parvathy Thiruvothu', 'Nithya Menen', 'Isha Talwar', 'Vijayaraghavan', 'Kalpana', 'Prathap Pothan', 'Vinaya Prasad', 'Maniyanpilla Raju', 'Rekha', 'Praveena', 'Paris Laxmi', 'Sijoy Varghese']",,['India'],"['Malayalam', 'English', 'Kannada']","['romance', 'drama', 'family']",[]
3UNy,2012,Ustad Hotel,Anwar Rasheed,150,"['Dulquer Salmaan', 'Thilakan', 'Nithya Menen', 'Siddique', 'Mamukkoya', 'Jayaprakash', 'Praveena', 'Maniyanpilla Raju', 'Bhagath Manuel', 'Sreenath Bhasi', 'Kunchan', 'Jishnu Raghavan', 'Jinu Joseph', 'Prem Prakash', 'Ramesh Varma', 'Lenaa', 'Sija Rose', 'Raj Kalesh', 'Littil Swayamp', 'Joseph Chakola', 'Justin Vandenbrink', 'Kalabhavan Shajon', 'Kalabhavan Sinaj', 'Theepetti Ganesan', 'Kalabhavan Haneef', 'Vinod Kovoor', 'Sunil Sukhada', 'Alencier Ley Lopez']",,['India'],"['Malayalam', 'Tamil', 'Hindi', 'English']","['family', 'drama']",[]
s1Ym,2020,The Queen's Gambit,Scott Frank,393,"['Anya Taylor-Joy', 'Isla Johnston', 'Bill Camp', 'Marielle Heller', 'Moses Ingram', 'Chloe Pirrie', 'Marcin Dorociński', 'Thomas Brodie-Sangster', 'Jacob Fortune-Lloyd', 'Harry Melling']",,['USA'],['English'],['drama'],"[datetime.datetime(2021, 5, 20, 0, 0)]"
5dz8,2013,American Hustle,David O. Russell,138,"['Christian Bale', 'Bradley Cooper', 'Amy Adams', 'Jeremy Renner', 'Jennifer Lawrence', 'Louis C.K.', 'Jack Huston', 'Michael Peña', 'Shea Whigham', 'Alessandro Nivola', 'Elisabeth Röhm', 'Paul Herman', 'Saïd Taghmaoui', 'Matthew Russell', 'Thomas Matthews', 'Adrian Martinez', 'Anthony Zerbe', 'Colleen Camp', 'Steve Gagliastro', 'Christopher Tarjan', 'Zachariah Supka', 'Christy Scott Cashman', 'Simon Hamlin', 'Martie Barylick', 'Dawn Olivieri', 'Becki Dennis', 'Jay Giannone', 'Arthur Birnbaum', 'Rob DiNinni']",,['USA'],['English'],"['drama', 'crime']","[datetime.datetime(2021, 5, 23, 0, 0)]"
3GA6,2013,Side Effects,Steven Soderbergh,106,"['Rooney Mara', 'Jude Law', 'Catherine Zeta-Jones', 'Channing Tatum', 'Vinessa Shaw', 'Ann Dowd', 'Polly Draper', 'David Costabile', 'Mamie Gummer', 'Scott Shepherd', 'Marin Ireland', 'Elizabeth Rodriguez', 'Craig muMs Grant', 'Carmen Pelaez', 'Peter Friedman', 'Laila Robins', 'Haraldo Alvarez', 'James Martinez', 'Vladimi Versailles', 'Jacqueline Antaramian', 'Michelle Vergara Moore', 'Katie Lowes', 'Steven Platt', 'Victor Cruz', 'Andrea Bogart', 'Mitchell Michaeliszyn', 'Elizabeth Rich', 'Roderick Rodriguez', 'Mark Weekes']",,['USA'],"['English', 'French']","['drama', 'thriller', 'crime']","[datetime.datetime(2021, 5, 25, 0, 0)]"
780m,2014,Nightcrawler,Dan Gilroy,118,"['Jake Gyllenhaal', 'Rene Russo', 'Riz Ahmed', 'Bill Paxton', 'Kevin Rahm', 'Michael Hyatt', 'Price Carson', 'Kent Shocknek', 'Sharon Tay', 'Ann Cusack', 'Carolyn Gilroy', 'Marco Rodríguez', 'Michael Papajohn', 'Jonny Coyne', 'Rick Chambers', 'Pat Harvey', 'Rick Garcia', 'James Huang', 'Leah Fredkin', 'Bill Seward', 'Holly Hannula', 'Nick Chacon', 'Kevin Dunigan', 'Alex Ortiz', 'Eric Lange', 'Kiff VandenHeuvel', 'Christina De Leon', 'Jamie McShane', 'Dig Wayne']",,['USA'],['English'],"['crime', 'thriller', 'drama']","[datetime.datetime(2021, 5, 27, 0, 0)]"
1U82,2010,Shutter Island,Martin Scorsese,138,"['Leonardo DiCaprio', 'Mark Ruffalo', 'Ben Kingsley', 'Emily Mortimer', 'Max von Sydow', 'Michelle Williams', 'Jackie Earle Haley', 'Patricia Clarkson', 'Ted Levine', 'John Carroll Lynch', 'Elias Koteas', 'Robin Bartlett', 'Christopher Denham', 'Joseph Sikora', 'Curtiss Cook', 'Gary Galone', 'John Franchi', 'Nellie Sciutto', 'Raymond Anthony Thomas', 'Joseph McKenna', 'Ruby Jerins', 'Tom Kemp', 'Bates Wilder', 'Drew Beasley', 'Dan Marshall', 'Bree Elrod']",,['USA'],"['English', 'German']","['thriller', 'mystery', 'drama']","[datetime.datetime(2021, 5, 31, 0, 0)]"
18U8,1998,The Truman Show,Peter Weir,103,"['Jim Carrey', 'Laura Linney', 'Noah Emmerich', 'Natascha McElhone', 'Ed Harris', 'Holland Taylor', 'Paul Giamatti', 'Brian Delate', 'Peter Krause', 'Blair Slater', 'Heidi Schanz', 'Una Damon', 'Krista Lynn Landolfi', 'O-Lan Jones', 'Ron Taylor', 'Don Taylor', 'Ted Raymond', 'Harry Shearer', 'Jeanette Miller', 'Philip Glass', 'Joe Minjares', 'Philip Baker Hall', 'John Pleshette', 'Terry Camilleri', 'Joel McKinnon Miller', 'Judy Clayton', 'Fritz Dominique', 'Angel Schmiedt', 'Nastassja Schmiedt']",,['USA'],"['English', 'Spanish']","['comedy', 'drama']","[datetime.datetime(2021, 5, 30, 0, 0)]"
bqU6,2016,20th Century Women,Mike Mills,119,"['Annette Bening', 'Lucas Jade Zumann', 'Greta Gerwig', 'Elle Fanning', 'Billy Crudup', 'Alison Elliott', 'Thea Gill', 'Vitaly Andrew LeBeau', 'Olivia Hone', 'Waleed Zuaiter', 'Curran Walters', 'Darrell Britt-Gibson', 'Alia Shawkat', 'Nathalie Love', 'Cameron Protzman', 'Victoria Bruno', 'John Billingsley', 'Cameron Gellman', 'Finnegan Seeker Bell', 'Zoë Nanos', 'Lauren Foley', 'Gareth Williams', 'J. Francisco Rodriguez', 'Zoë Worth', 'Finn Roberts', 'Laura Slade Wiggins', 'Rick Gifford', 'Paul Tigue', 'Matthew Foster']",,['USA'],['English'],['drama'],"[datetime.datetime(2021, 6, 1, 0, 0)]"
23Fk,2008,The Curious Case of Benjamin Button,David Fincher,166,"['Brad Pitt', 'Cate Blanchett', 'Taraji P. Henson', 'Julia Ormond', 'Jason Flemyng', 'Mahershala Ali', 'Jared Harris', 'Elias Koteas', 'Phyllis Somerville', 'Tilda Swinton', 'Faune Chambers', 'Donna DuPlantier', 'Jacob Tolano', 'Earl Maddox', 'Ed Metzger', 'Danny Vinson', 'David Jensen', 'Joeanna Sayler', 'Fiona Hale', ""Patrick Thomas O'Brien"", 'Marion Zinser', 'Peter Donald Badalamenti II', 'Danny Nelson', 'Paula Gray', 'Lance E. Nichols', 'Rampai Mohadi', 'Troi Bechet', 'Elle Fanning', 'Ted Manson']",,['USA'],['English'],"['drama', 'romance', 'fantasy']","[datetime.datetime(2021, 6, 2, 0, 0)]"
1MLK,1965,The Sound of Music,Robert Wise,175,"['Julie Andrews', 'Christopher Plummer', 'Eleanor Parker', 'Richard Haydn', 'Peggy Wood', 'Charmian Carr', 'Heather Menzies', 'Nicholas Hammond', 'Duane Chase', 'Angela Cartwright', 'Debbie Turner', 'Kym Karath', 'Anna Lee', 'Portia Nelson', 'Ben Wright', 'Daniel Truhitte', 'Norma Varden', 'Gilchrist Stuart', 'Marni Nixon', 'Evadne Baker', 'Doris Lloyd', 'Ada Beth Lee', 'Doreen Tryden', 'Bert Stevens', 'Gertrude Astor', 'Frank Baker', 'Bill Lee', 'Margery MacKay', 'Leoda Richards']",,['USA'],"['English', 'German']","['music', 'romance', 'drama', 'family']",[]
29zs,1995,Se7en,David Fincher,127,"['Brad Pitt', 'Morgan Freeman', 'Gwyneth Paltrow', 'Kevin Spacey', 'R. Lee Ermey', 'John C. McGinley', 'Julie Araskog', 'Mark Boone Junior', 'John Cassini', 'Reg E. Cathey', 'Peter Crombie', 'Richard Roundtree', 'Richard Schiff', 'Hawthorne James', 'Michael Massee', 'Leland Orser', 'Richard Portnow', 'Daniel Zacapa', 'Alfonso Freeman', 'Harris Savides', 'Andrew Kevin Walker', 'Pamala Tyson', 'Richmond Arquette', 'Emily Wagner', 'Shannon Wilcox', 'George Christy', 'Endre Hules', 'William Davidson', 'Bob Collins']",,['USA'],['English'],"['thriller', 'crime', 'mystery']","[datetime.datetime(2021, 6, 7, 0, 0)]"
1JzG,2009,Inglourious Basterds,Quentin Tarantino,153,"['Brad Pitt', 'Mélanie Laurent', 'Christoph Waltz', 'Eli Roth', 'Michael Fassbender', 'Diane Kruger', 'Daniel Brühl', 'Til Schweiger', 'Gedeon Burkhard', 'Jacky Ido', 'B.J. Novak', 'Omar Doom', 'August Diehl', 'Denis Ménochet', 'Sylvester Groth', 'Martin Wuttke', 'Mike Myers', 'Julie Dreyfus', 'Léa Seydoux', 'Richard Sammel', 'Alexander Fehling', 'Rod Taylor', 'Samm Levine', 'Paul Rust', 'Michael Bacall', 'Arndt Schwering-Sohnrey', 'Petra Hartung', 'Volker Michalowski', 'Ken Duken']",,"['Germany', 'USA']","['English', 'German', 'French', 'Italian']","['thriller', 'drama', 'action', 'war']","[datetime.datetime(2021, 6, 8, 0, 0)]"
2cCk,2012,Django Unchained,Quentin Tarantino,165,"['Jamie Foxx', 'Christoph Waltz', 'Leonardo DiCaprio', 'Kerry Washington', 'Samuel L. Jackson', 'Walton Goggins', 'Dennis Christopher', 'James Remar', 'David Steen', 'Dana Gourrier', 'Nichole Galicia', 'Laura Cayouette', 'Ato Essandoh', 'Sammi Rotibi', 'Clay Donahue Fontenot', 'Escalante Lundy', 'Miriam F. Glover', 'Don Johnson', 'Franco Nero', 'James Russo', 'Tom Wopat', 'Don Stroud', 'Amber Tamblyn', 'Bruce Dern', 'M.C. Gainey', 'Cooper Huckabee', 'Doc Duhame', 'Jonah Hill', 'Lee Horsley']",,['USA'],"['English', 'French', 'German']","['western', 'drama']","[datetime.datetime(2021, 6, 13, 0, 0)]"
gXGc,2019,Uncut Gems,"Josh Safdie, Benny Safdie",136,"['Adam Sandler', 'Julia Fox', 'Lakeith Stanfield', 'Idina Menzel', 'Kevin Garnett', 'Eric Bogosian', 'Judd Hirsch', 'The Weeknd', 'Keith Williams Richards', 'Wayne Diamond', 'Mike Francesa', 'Noa Fisher', 'Tommy Kominik', 'Ronald Greenberg', 'Marshall Greenberg', 'Mitchell Wenig', 'Hailey Gates', 'Tilda Swinton', 'John Amos', 'Trinidad James', 'Marcia DeBonis', 'Jeremy Sample', 'Jake Ryan', 'Anthony Mecca', 'Natasha Lyonne', 'Sahar Bibiyan', 'Josh Ostrovsky', 'Robbie DeRaffele', 'Warren Finkelstein']",,['USA'],['English'],"['drama', 'crime', 'thriller']","[datetime.datetime(2021, 6, 16, 0, 0)]"
9yzm,2018,Annihilation,Alex Garland,115,"['Natalie Portman', 'Jennifer Jason Leigh', 'Gina Rodriguez', 'Tessa Thompson', 'Tuva Novotny', 'Oscar Isaac', 'Benedict Wong', 'Sonoya Mizuno', 'David Gyasi', 'John Schwab', 'Sammy Hayman', 'Josh Danford', 'Kristen McGarrity', 'Bern Collaço', 'Kumud Pant', 'Honey Holmes', 'Hiten Patel', 'Kola Bokinni', 'Odette Michell', 'Miroslav Zaruba', 'Cosmo Jarvis', 'Daniel Prewitt']",,"['UK', 'USA']",['English'],"['science-fiction', 'horror']","[datetime.datetime(2021, 6, 16, 0, 0)]"
bbKg,2021,Cruella,Craig Gillespie,134,"['Emma Stone', 'Emma Thompson', 'Joel Fry', 'Paul Walter Hauser', 'Mark Strong', 'Tipper Seifert-Cleveland', 'Kirby Howell-Baptiste', 'Emily Beecham', 'John McCrea', 'Kayvan Novak', 'Jamie Demetriou', 'Abraham Popoola', 'Leo Bill', 'Javone Prince', 'Steve Edge', 'Paul Chowdhry', 'Ziggy Gardner', 'Joseph MacDonald', 'Niamh Lynch', 'Andrew Leung', 'Ed Birch', 'Dylan Lowe', 'Paul Bazely', 'Ninette Finch', 'Sarah Crowden', 'Harrison Willmott', 'Jack Barry', 'Asmara Gabrielle', 'Tom Turner']",,"['UK', 'USA']","['English', 'French']","['crime', 'comedy']","[datetime.datetime(2021, 6, 18, 0, 0)]"
5Ybs,2013,Begin Again,John Carney,104,"['Mark Ruffalo', 'Keira Knightley', 'Adam Levine', 'Hailee Steinfeld', 'Catherine Keener', 'James Corden', 'Yasiin Bey', 'Aya Cash', 'Maddie Corman', 'Karen Pittman', 'Paul Romero', 'Andrew Sellon', 'Ed Renninger', 'Eric Burton', 'Marco Assante', 'Mary Catherine Garrison', 'Jen Jacob', 'Rob Morrow', 'Jennifer Li Jackson', 'Ian Brodsky', 'Shannon Walsh', 'David Abeles', 'Ann McGowan', 'Ron Voz', 'Cee Lo Green', 'Kena Onyenjekwe', 'Harvey Morris', 'Terry Lewis', 'Colin Love']",,['USA'],['English'],"['music', 'comedy', 'romance', 'drama']","[datetime.datetime(2021, 6, 18, 0, 0)]"
